Date,Portfolio Value
2020-01-09,900.0
2020-01-10,900.0
2020-01-13,900.0
2020-01-14,900.0
2020-01-15,900.0
2020-01-16,899.8268521792103
2020-01-17,899.8268521792103
2020-01-21,899.8268521792103
2020-01-22,899.8268521792103
2020-01-23,899.8268521792103
2020-01-24,899.8268521792103
2020-01-27,899.5635585648557
2020-01-28,899.5635585648557
2020-01-29,899.5635585648557
2020-01-30,899.5635585648557
2020-01-31,899.5635585648557
2020-02-03,899.5635585648557
2020-02-04,900.2195560729203
2020-02-05,900.2195560729203
2020-02-06,900.2195560729203
2020-02-07,900.2195560729203
2020-02-10,900.2195560729203
2020-02-11,900.2195560729203
2020-02-12,900.5945316908058
2020-02-13,900.5945316908058
2020-02-14,900.5945316908058
2020-02-18,900.5945316908058
2020-02-19,900.5945316908058
2020-02-20,900.5945316908058
2020-02-21,900.4381865429858
2020-02-24,900.4381865429858
2020-02-25,900.4381865429858
2020-02-26,900.4381865429858
2020-02-27,900.4381865429858
2020-02-28,900.4381865429858
2020-03-02,901.7438139568111
2020-03-03,901.7438139568111
2020-03-04,901.7438139568111
2020-03-05,901.7438139568111
2020-03-06,901.7438139568111
2020-03-09,901.7438139568111
2020-03-10,903.1888506114981
2020-03-11,903.1888506114981
2020-03-12,903.1888506114981
2020-03-13,903.1888506114981
2020-03-16,903.1888506114981
2020-03-17,903.1888506114981
2020-03-18,903.1888506114981
2020-03-19,903.1888506114981
2020-03-20,902.5124004254885
2020-03-23,902.5124004254885
2020-03-24,902.5124004254885
2020-03-25,902.5124004254885
2020-03-26,902.5124004254885
2020-03-27,902.5124004254885
2020-03-30,902.6313822297014
2020-03-31,902.6313822297014
2020-04-01,902.6313822297014
2020-04-02,902.6313822297014
2020-04-03,902.6313822297014
2020-04-06,902.6313822297014
2020-04-07,902.0768031371489
2020-04-08,902.0768031371489
2020-04-09,902.0768031371489
2020-04-13,902.0768031371489
2020-04-14,902.0768031371489
2020-04-15,902.0768031371489
2020-04-16,902.1506673767162
2020-04-17,902.1506673767162
