Date,Portfolio Value
2020-04-13,1500.0
2020-04-14,1500.0
2020-04-15,1500.0
2020-04-16,1500.0
2020-04-17,1500.0
2020-04-20,1500.0
2020-04-21,1500.0
2020-04-22,1500.0
2020-04-23,1500.0
2020-04-24,1500.0
2020-04-27,1498.7940836847592
2020-04-28,1499.0402840188615
2020-04-29,1499.0402840188615
2020-04-30,1499.0402840188615
2020-05-01,1499.0402840188615
2020-05-04,1499.0402840188615
2020-05-05,1499.0402840188615
2020-05-06,1499.0402840188615
2020-05-07,1499.0402840188615
2020-05-08,1499.0402840188615
2020-05-11,1499.0402840188615
2020-05-12,1493.4738603635942
2020-05-13,1493.4738603635942
2020-05-14,1493.4738603635942
2020-05-15,1491.0502963298727
2020-05-18,1491.0502963298727
2020-05-19,1491.0502963298727
2020-05-20,1491.0502963298727
2020-05-21,1491.0502963298727
2020-05-22,1491.0502963298727
2020-05-26,1491.0502963298727
2020-05-27,1491.0502963298727
2020-05-28,1496.408184806279
2020-05-29,1496.408184806279
2020-06-01,1496.408184806279
2020-06-02,1496.1774681861448
2020-06-03,1496.1774681861448
2020-06-04,1496.1774681861448
2020-06-05,1496.1774681861448
2020-06-08,1496.1774681861448
2020-06-09,1496.1774681861448
2020-06-10,1496.1774681861448
2020-06-11,1496.1774681861448
2020-06-12,1496.1774681861448
2020-06-15,1496.1774681861448
2020-06-16,1496.8059423410573
2020-06-17,1498.5911239612137
2020-06-18,1500.1094014474404
2020-06-19,1500.1094014474404
2020-06-22,1500.1094014474404
2020-06-23,1500.1094014474404
2020-06-24,1500.1094014474404
2020-06-25,1500.1094014474404
2020-06-26,1500.1094014474404
2020-06-29,1500.1094014474404
2020-06-30,1500.1094014474404
2020-07-01,1500.1094014474404
2020-07-02,1500.1094014474404
2020-07-06,1500.1094014474404
2020-07-07,1500.1094014474404
2020-07-08,1497.783159550257
2020-07-09,1497.783159550257
2020-07-10,1497.783159550257
2020-07-13,1497.783159550257
2020-07-14,1497.783159550257
2020-07-15,1498.5907754880054
2020-07-16,1500.5102882756657
2020-07-17,1500.5102882756657
2020-07-20,1500.5102882756657
2020-07-21,1500.5102882756657
2020-07-22,1500.5102882756657
2020-07-23,1502.2370067947222
2020-07-24,1502.921351936724
2020-07-27,1502.0454814634422
2020-07-28,1502.0454814634422
2020-07-29,1502.0454814634422
2020-07-30,1501.8218774649135
2020-07-31,1501.8218774649135
2020-08-03,1501.8218774649135
2020-08-04,1501.8218774649135
2020-08-05,1501.8218774649135
2020-08-06,1501.8218774649135
2020-08-07,1501.8218774649135
2020-08-10,1501.8218774649135
2020-08-11,1501.8218774649135
2020-08-12,1501.8218774649135
2020-08-13,1501.8218774649135
2020-08-14,1503.4216975908903
2020-08-17,1503.4216975908903
2020-08-18,1501.8639104184476
2020-08-19,1501.8639104184476
2020-08-20,1501.8639104184476
2020-08-21,1501.8639104184476
2020-08-24,1501.8639104184476
2020-08-25,1501.8639104184476
2020-08-26,1502.996084046339
2020-08-27,1502.996084046339
2020-08-28,1502.996084046339
2020-08-31,1502.4064870625602
2020-09-01,1502.4064870625602
2020-09-02,1502.4064870625602
2020-09-03,1502.4064870625602
2020-09-04,1502.3262775877138
2020-09-08,1502.3262775877138
2020-09-09,1502.507367213836
2020-09-10,1500.9227805929509
2020-09-11,1502.7659830910366
2020-09-14,1504.4691740009966
2020-09-15,1504.4691740009966
2020-09-16,1507.9800639877608
2020-09-17,1507.9800639877608
2020-09-18,1507.9800639877608
2020-09-21,1507.9800639877608
2020-09-22,1507.9800639877608
2020-09-23,1507.9800639877608
2020-09-24,1507.9800639877608
2020-09-25,1507.9800639877608
2020-09-28,1507.9800639877608
2020-09-29,1507.9800639877608
2020-09-30,1507.9800639877608
2020-10-01,1507.9800639877608
2020-10-02,1507.9800639877608
2020-10-05,1507.9800639877608
2020-10-06,1507.9800639877608
2020-10-07,1507.9800639877608
2020-10-08,1507.9800639877608
2020-10-09,1511.4291294906448
2020-10-12,1511.4291294906448
2020-10-13,1511.4291294906448
2020-10-14,1511.4291294906448
2020-10-15,1511.4291294906448
2020-10-16,1511.4291294906448
2020-10-19,1511.4291294906448
2020-10-20,1511.4291294906448
2020-10-21,1511.4291294906448
2020-10-22,1511.4919452814129
2020-10-23,1509.7277032664538
2020-10-26,1509.7277032664538
2020-10-27,1507.3840987390754
2020-10-28,1507.3840987390754
2020-10-29,1507.3840987390754
2020-10-30,1507.3840987390754
2020-11-02,1507.3840987390754
2020-11-03,1507.4702412255506
2020-11-04,1507.4702412255506
2020-11-05,1507.4702412255506
2020-11-06,1507.9197216044872
2020-11-09,1507.427256958399
2020-11-10,1507.427256958399
2020-11-11,1507.427256958399
2020-11-12,1507.427256958399
2020-11-13,1507.427256958399
2020-11-16,1507.427256958399
2020-11-17,1511.1786857190368
2020-11-18,1507.8485987469548
2020-11-19,1507.8485987469548
2020-11-20,1507.8485987469548
2020-11-23,1507.8485987469548
2020-11-24,1508.4547366567408
2020-11-25,1502.2083265019742
2020-11-27,1502.2083265019742
2020-11-30,1502.2083265019742
2020-12-01,1502.2083265019742
2020-12-02,1502.4053955244149
2020-12-03,1502.6724827907137
2020-12-04,1499.8143117911327
2020-12-07,1500.725659555203
2020-12-08,1500.725659555203
2020-12-09,1500.725659555203
2020-12-10,1500.7685149204985
2020-12-11,1500.7685149204985
2020-12-14,1500.7685149204985
2020-12-15,1500.7685149204985
2020-12-16,1500.7685149204985
2020-12-17,1500.7685149204985
2020-12-18,1500.408269626499
2020-12-21,1499.5249649080783
